iter	Passed	Remaining
153	1422	44759
154	1431	44758
155	1439	44708
156	1449	44719
157	1457	44661
158	1466	44661
159	1474	44610
160	1484	44603
161	1493	44590
162	1502	44590
163	1512	44604
164	1520	44567
165	1530	44576
166	1538	44526
167	1547	44511
168	1555	44462
169	1564	44457
170	1572	44410
171	1582	44417
172	1590	44374
173	1599	44365
174	1607	44317
175	1617	44331
176	1625	44279
177	1635	44294
178	1642	44246
179	1652	44241
180	1660	44212
181	1669	44196
182	1677	44150
183	1686	44146
184	1696	44167
185	1705	44140
186	1715	44146
187	1722	44095
188	1732	44107
189	1741	44089
190	1751	44089
191	1759	44050
192	1768	44051
193	1776	44016
194	1787	44034
195	1796	44028
196	1803	43982
197	1813	43971
198	1820	43926
199	1831	43955
200	1839	43915
201	1848	43903
202	1856	43860
203	1865	43868
204	1873	43829
205	1883	43829
206	1891	43787
207	1900	43778
208	1908	43744
209	1917	43744
210	1925	43706
211	1934	43698
212	1943	43670
213	1952	43669
214	1961	43661
215	1969	43624
216	1978	43618
217	1986	43578
218	1996	43585
219	2004	43543
220	2013	43543
221	2022	43522
222	2032	43536
223	2040	43499
224	2049	43501
225	2057	43467
226	2067	43463
227	2075	43436
228	2084	43434
229	2092	43393
230	2101	43387
231	2110	43382
232	2118	43345
233	2128	43349
234	2135	43309
235	2145	43303
236	2152	43266
237	2163	43284
238	2171	43249
239	2180	43243
240	2188	43207
241	2197	43199
242	2204	43159
243	2214	43168
244	2222	43135
245	2231	43130
246	2239	43102
247	2249	43107
248	2257	43072
249	2266	43064
250	2274	43040
251	2284	43035
252	2292	43008
253	2300	42987
254	2308	42950
255	2317	42939
256	2325	42922
257	2335	42920
258	2344	42916
259	2352	42883
260	2362	42890
261	2369	42856
262	2379	42863
263	2387	42830
264	2396	42826
265	2405	42802
266	2415	42810
267	2422	42779
268	2432	42777
269	2440	42746
270	2449	42744
271	2457	42716
272	2467	42720
273	2476	42711
274	2485	42703
275	2495	42708
276	2502	42670
277	2511	42663
278	2519	42639
279	2528	42629
280	2537	42611
281	2547	42616
282	2554	42584
283	2564	42581
284	2571	42550
285	2582	42571
286	2590	42544
287	2600	42542
288	2607	42512
289	2616	42502
290	2626	42503
291	2635	42485
292	2644	42479
293	2652	42460
294	2662	42464
295	2670	42432
296	2679	42427
297	2687	42398
298	2696	42391
299	2704	42364
300	2714	42372
301	2721	42342
302	2730	42332
303	2739	42313
304	2748	42308
305	2756	42282
306	2765	42273
307	2773	42247
308	2782	42242
309	2790	42217
310	2800	42228
311	2809	42218
312	2818	42200
313	2828	42204
314	2836	42188
315	2845	42184
316	2853	42155
317	2862	42148
318	2870	42119
319	2880	42126
320	2888	42107
321	2897	42100
322	2905	42071
323	2914	42068
324	2922	42046
325	2932	42047
326	2940	42021
327	2949	42018
328	2959	42019
329	2968	42002
330	2977	41995
331	2984	41966
332	2993	41958
333	3001	41931
334	3011	41931
335	3019	41912
336	3028	41904
337	3037	41889
338	3046	41893
339	3055	41876
340	3064	41874
341	3072	41848
342	3082	41845
343	3090	41823
344	3099	41816
345	3108	41809
346	3116	41786
347	3126	41789
348	3134	41774
349	3144	41774
350	3152	41749
351	3161	41750
352	3169	41725
353	3179	41725
354	3187	41706
355	3197	41708
356	3205	41691
357	3215	41690
358	3224	41688
359	3232	41662
360	3241	41655
361	3249	41628
362	3258	41626
363	3266	41601
364	3275	41597
365	3283	41572
366	3293	41573
367	3301	41551
368	3310	41549
369	3318	41526
370	3327	41521
371	3335	41496
372	3345	41499
373	3353	41476
374	3362	41466
375	3369	41442
376	3379	41441
377	3387	41421
378	3396	41413
379	3404	41390
380	3413	41383
381	3421	41365
382	3431	41361
383	3440	41357
384	3448	41335
385	3459	41346
386	3466	41323
387	3475	41316
388	3483	41294
389	3492	41286
390	3500	41261
391	3510	41270
392	3518	41244
393	3527	41241
394	3535	41221
395	3545	41223
396	3553	41199
397	3562	41193
398	3570	41169
399	3579	41164
400	3587	41147
401	3597	41144
402	3606	41136
403	3613	41113
404	3623	41113
405	3631	41095
406	3641	41089
407	3649	41069
408	3658	41068
409	3666	41048
410	3677	41058
411	3686	41047
412	3695	41044
413	3703	41023
414	3713	41023
415	3720	41001
416	3730	41004
417	3740	41005
418	3748	40987
419	3758	40984
420	3766	40966
421	3775	40960
422	3783	40938
423	3792	40934
424	3800	40912
425	3810	40916
426	3818	40895
427	3828	40899
428	3836	40880
429	3846	40878
430	3855	40874
431	3863	40854
432	3873	40851
433	3880	40826
434	3890	40825
435	3898	40808
436	3907	40802
437	3915	40783
438	3925	40787
439	3933	40769
440	3943	40769
441	3952	40755
442	3961	40746
443	3968	40726
444	3978	40721
445	3986	40700
446	3995	40699
447	4005	40702
448	4013	40683
449	4023	40681
450	4031	40663
451	4040	40657
452	4048	40637
453	4058	40641
454	4066	40620
455	4076	40623
456	4084	40606
457	4094	40606
458	4104	40609
459	4113	40594
460	4122	40589
461	4130	40572
462	4140	40576
463	4148	40557
464	4158	40553
465	4166	40541
466	4176	40542
467	4184	40522
468	4193	40517
469	4201	40498
470	4211	40498
471	4220	40492
472	4229	40475
473	4238	40472
474	4246	40454
475	4256	40456
476	4264	40438
477	4273	40431
478	4281	40411
479	4290	40405
480	4298	40387
481	4309	40391
482	4317	40376
483	4326	40368
484	4334	40348
485	4344	40347
486	4351	40329
487	4362	40332
488	4372	40332
489	4380	40321
490	4390	40321
491	4398	40302
492	4407	40297
493	4415	40279
494	4425	40279
495	4433	40263
496	4443	40258
497	4452	40246
498	4461	40243
499	4471	40242
500	4479	40226
501	4488	40221
502	4496	40201
503	4506	40201
504	4514	40183
505	4523	40175
506	4531	40157
507	4541	40158
508	4549	40141
509	4559	40138
510	4567	40120
511	4576	40114
512	4585	40109
513	4595	40103
514	4604	40099
515	4612	40080
516	4621	40074
517	4629	40058
518	4639	40056
519	4647	40041
520	4657	40040
521	4665	40021
522	4674	40017
523	4682	39999
524	4692	39999
525	4701	39986
526	4710	39979
527	4720	39978
528	4729	39969
529	4738	39965
530	4746	39949
531	4756	39949
532	4764	39930
533	4774	39932
534	4783	39921
535	4792	39916
536	4803	39921
537	4811	39903
538	4820	39899
539	4828	39880
540	4837	39874
541	4846	39861
542	4856	39861
543	4864	39846
544	4875	39855
545	4883	39840
546	4893	39839
547	4903	39836
548	4911	39823
549	4921	39819
550	4929	39806
551	4939	39802
552	4947	39786
553	4957	39782
554	4965	39764
555	4975	39765
556	4983	39752
557	4993	39747
558	5002	39742
559	5011	39730
560	5022	39737
561	5030	39721
562	5039	39716
563	5048	39704
564	5057	39701
565	5065	39685
566	5075	39684
567	5085	39683
568	5095	39677
569	5105	39678
570	5113	39659
571	5122	39653
572	5130	39634
573	5139	39632
574	5147	39614
575	5158	39620
576	5169	39629
577	5177	39612
578	5187	39608
579	5196	39602
580	5207	39605
581	5216	39598
582	5226	39597
583	5236	39599
584	5245	39586
585	5255	39587
586	5263	39573
587	5274	39574
588	5285	39581
589	5293	39568
590	5306	39587
591	5314	39571
592	5325	39574
593	5336	39580
594	5344	39566
595	5354	39564
596	5362	39546
597	5372	39549
598	5381	39536
599	5391	39535
600	5401	39532
601	5410	39525
602	5420	39522
603	5427	39505
604	5437	39498
605	5446	39489
606	5456	39488
607	5464	39474
608	5474	39474
609	5484	39472
610	5492	39457
611	5503	39460
612	5511	39445
613	5522	39448
614	5530	39432
615	5541	39439
616	5551	39435
617	5560	39425
618	5570	39422
619	5579	39414
620	5589	39414
621	5597	39401
622	5608	39402
623	5619	39406
624	5627	39390
625	5638	39394
626	5647	39387
627	5657	39385
628	5667	39382
629	5676	39373
630	5687	39376
631	5696	39368
632	5706	39371
633	5717	39371
634	5726	39363
635	5737	39367
636	5746	39361
637	5757	39364
638	5768	39365
639	5776	39354
640	5787	39355
641	5795	39342
642	5806	39345
643	5816	39340
644	5824	39328
645	5835	39329
646	5843	39315
647	5853	39315
648	5862	39303
649	5872	39299
650	5882	39300
651	5891	39287
652	5901	39288
653	5910	39277
654	5921	39279
655	5930	39273
656	5940	39271
657	5950	39266
658	5959	39258
659	5969	39256
660	5978	39242
661	5987	39236
662	5995	39219
663	6005	39216
664	6013	39201
665	6025	39210
666	6035	39206
667	6043	39192
668	6053	39190
669	6062	39176
670	6072	39179
671	6082	39174
672	6091	39164
673	6101	39161
674	6111	39156
675	6120	39151
676	6129	39139
677	6139	39136
678	6151	39143
679	6159	39129
680	6169	39127
681	6179	39125
682	6190	39130
683	6200	39126
684	6210	39121
685	6220	39117
686	6228	39101
687	6239	39105
688	6249	39104
689	6258	39091
690	6268	39090
691	6277	39078
692	6287	39075
693	6295	39058
694	6306	39063
695	6317	39064
696	6325	39048
697	6335	39050
698	6343	39033
699	6354	39034
700	6362	39019
701	6374	39029
702	6385	39030
703	6394	39017
704	6404	39016
705	6412	39002
706	6422	38997
707	6433	39001
708	6441	38984
709	6451	38983
710	6460	38969
711	6470	38966
712	6478	38950
713	6488	38946
714	6500	38954
715	6508	38940
716	6518	38937
717	6525	38919
718	6536	38921
719	6547	38921
720	6559	38928
721	6568	38921
722	6577	38909
723	6588	38911
724	6599	38911
725	6608	38902
726	6618	38900
727	6626	38883
728	6636	38882
729	6647	38881
730	6655	38868
731	6665	38864
732	6673	38850
733	6685	38853
734	6693	38842
735	6704	38840
736	6714	38838
737	6722	38823
738	6732	38821
739	6742	38814
740	6755	38830
741	6766	38827
742	6774	38816
743	6785	38816
744	6794	38805
745	6805	38805
746	6816	38807
747	6824	38796
748	6835	38797
749	6846	38798
750	6856	38790
751	6866	38790
752	6875	38776
753	6885	38775
754	6896	38775
755	6905	38767
756	6917	38770
757	6926	38762
758	6937	38763
759	6948	38764
760	6957	38752
761	6968	38754
762	6976	38741
763	6987	38741
764	6999	38748
765	7008	38739
766	7019	38741
767	7030	38743
768	7039	38732
769	7051	38735
770	7060	38725
771	7072	38734
772	7084	38737
773	7092	38727
774	7103	38727
775	7115	38732
776	7124	38719
777	7134	38717
778	7143	38705
779	7155	38710
780	7165	38708
781	7173	38692
782	7184	38692
783	7192	38678
784	7203	38678
785	7214	38681
786	7222	38665
787	7232	38661
788	7240	38643
789	7251	38645
790	7259	38629
791	7270	38628
792	7279	38621
793	7290	38617
794	7300	38616
795	7309	38603
796	7319	38601
797	7330	38600
798	7338	38586
799	7349	38582
800	7357	38570
801	7369	38572
802	7379	38567
803	7387	38556
804	7398	38556
805	7408	38547
806	7420	38555
807	7431	38556
808	7439	38539
809	7450	38540
810	7458	38523
811	7468	38522
812	7480	38525
813	7490	38520
814	7502	38526
815	7512	38522
816	7521	38510
817	7532	38510
818	7541	38496
819	7550	38490
820	7563	38501
821	7572	38487
822	7582	38483
823	7590	38467
824	7601	38468
825	7611	38463
826	7620	38450
827	7629	38444
828	7640	38440
829	7650	38436
830	7659	38424
831	7667	38410
832	7678	38410
833	7687	38402
834	7700	38408
835	7711	38411
836	7720	38400
837	7731	38397
838	7739	38385
839	7750	38384
840	7760	38380
841	7772	38381
842	7782	38378
843	7793	38377
844	7802	38364
845	7813	38366
846	7822	38353
847	7833	38354
848	7844	38353
849	7853	38342
850	7864	38345
851	7873	38332
852	7884	38330
853	7895	38328
854	7904	38318
855	7914	38316
856	7923	38305
857	7934	38303
858	7944	38296
859	7955	38296
860	7967	38301
861	7978	38300
862	7988	38295
863	8001	38301
864	8012	38301
865	8022	38297
866	8034	38298
867	8044	38295
868	8054	38289
869	8065	38289
870	8077	38291
871	8086	38280
872	8099	38287
873	8109	38284
874	8118	38273
875	8130	38274
876	8138	38260
877	8149	38259
878	8162	38267
879	8172	38259
880	8182	38254
881	8193	38255
882	8202	38243
883	8214	38245
884	8222	38232
885	8233	38229
886	8244	38227
887	8255	38227
888	8266	38226
889	8278	38227
890	8286	38216
891	8298	38216
892	8309	38214
893	8317	38200
894	8328	38201
895	8338	38194
896	8350	38196
897	8361	38196
898	8372	38192
899	8382	38188
900	8393	38184
901	8403	38177
902	8416	38184
903	8428	38190
904	8438	38181
905	8449	38181
906	8466	38205
907	8477	38206
908	8487	38198
909	8498	38194
910	8509	38195
911	8518	38182
912	8529	38180
913	8537	38167
914	8549	38168
915	8560	38166
916	8569	38154
917	8580	38154
918	8588	38139
919	8599	38136
920	8611	38139
921	8620	38127
922	8633	38133
923	8643	38130
924	8652	38119
925	8667	38134
926	8677	38128
927	8687	38121
928	8698	38118
929	8710	38118
930	8718	38102
931	8729	38100
932	8737	38088
933	8748	38085
934	8758	38078
935	8766	38064
936	8776	38058
937	8784	38039
938	8794	38034
939	8802	38019
940	8812	38013
941	8820	37997
942	8830	37992
943	8840	37985
944	8857	38007
945	8868	38004
946	8878	37998
947	8886	37982
948	8896	37976
949	8905	37966
950	8913	37951
951	8923	37944
952	8934	37939
953	8945	37938
954	8956	37937
955	8966	37929
956	8978	37930
957	8986	37916
958	8997	37911
959	9006	37904
960	9014	37888
961	9024	37882
962	9032	37864
963	9043	37861
964	9051	37849
965	9063	37848
966	9077	37856
967	9085	37843
968	9095	37838
969	9104	37827
970	9115	37821
971	9124	37812
972	9134	37804
973	9144	37798
974	9152	37784
975	9162	37774
976	9173	37773
977	9181	37760
978	9192	37754
979	9199	37737
980	9210	37732
981	9221	37731
982	9230	37719
983	9243	37724
984	9251	37712
985	9263	37710
986	9273	37704
987	9282	37695
988	9293	37690
989	9302	37678
990	9314	37679
991	9324	37673
992	9333	37661
993	9344	37658
994	9354	37654
995	9363	37643
996	9374	37638
997	9381	37621
998	9392	37615
999	9403	37613
1000	9413	37608
1001	9423	37599
1002	9430	37580
1003	9442	37580
1004	9450	37566
1005	9462	37566
1006	9471	37558
1007	9480	37547
1008	9492	37545
1009	9500	37530
1010	9512	37532
1011	9521	37520
1012	9529	37507
1013	9540	37504
1014	9549	37492
1015	9560	37487
1016	9570	37480
1017	9579	37469
1018	9596	37489
1019	9607	37487
1020	9615	37471
1021	9625	37466
1022	9633	37450
1023	9645	37452
1024	9658	37455
1025	9669	37453
1026	9680	37448
1027	9689	37439
1028	9699	37429
1029	9709	37424
1030	9716	37406
1031	9728	37406
1032	9738	37400
1033	9746	37384
1034	9759	37386
1035	9767	37371
1036	9780	37376
1037	9791	37374
1038	9798	37356
1039	9810	37356
1040	9820	37346
1041	9829	37337
1042	9840	37332
1043	9847	37315
1044	9858	37311
1045	9866	37297
1046	9877	37292
1047	9887	37283
1048	9896	37274
1049	9909	37280
1050	9919	37269
1051	9928	37260
1052	9940	37262
1053	9952	37260
1054	9961	37250
1055	9972	37245
1056	9980	37230
1057	9990	37223
1058	9997	37206
1059	10008	37202
1060	10017	37192
1061	10027	37181
1062	10039	37182
1063	10048	37172
1064	10059	37167
1065	10073	37175
1066	10082	37164
1067	10093	37160
1068	10102	37150
1069	10111	37138
1070	10122	37134
1071	10131	37124
1072	10143	37122
1073	10152	37111
1074	10162	37103
1075	10172	37098
1076	10180	37082
1077	10191	37080
1078	10203	37077
1079	10212	37068
1080	10223	37062
1081	10231	37050
1082	10242	37046
1083	10252	37038
1084	10261	37025
1085	10271	37019
1086	10279	37002
1087	10289	36998
1088	10298	36984
1089	10310	36985
1090	10320	36976
1091	10328	36963
1092	10339	36958
1093	10347	36943
1094	10358	36939
1095	10366	36927
1096	10375	36915
1097	10386	36909
1098	10394	36894
1099	10404	36888
1100	10412	36874
1101	10423	36870
1102	10431	36853
1103	10443	36856
1104	10454	36852
1105	10462	36836
1106	10474	36835
1107	10483	36823
1108	10492	36814
1109	10502	36806
1110	10510	36792
1111	10521	36787
1112	10528	36770
1113	10539	36765
1114	10547	36750
1115	10558	36746
1116	10568	36738
1117	10578	36729
1118	10588	36725
1119	10596	36709
1120	10608	36708
1121	10617	36696
1122	10626	36686
1123	10636	36679
1124	10644	36663
1125	10654	36657
1126	10662	36641
1127	10673	36638
1128	10681	36622
1129	10692	36619
1130	10701	36609
1131	10710	36598
1132	10721	36594
1133	10729	36577
1134	10741	36576
1135	10749	36564
1136	10758	36553
1137	10766	36539
1138	10775	36528
1139	10786	36522
1140	10794	36508
1141	10804	36500
1142	10811	36482
1143	10822	36477
1144	10831	36468
1145	10843	36465
1146	10854	36462
1147	10862	36448
1148	10873	36445
1149	10882	36432
1150	10891	36422
1151	10901	36414
1152	10910	36401
1153	10920	36395
1154	10928	36379
1155	10939	36376
1156	10948	36365
1157	10958	36357
1158	10969	36354
1159	10978	36342
1160	10989	36337
1161	10998	36326
1162	11014	36338
1163	11025	36336
1164	11036	36330
1165	11044	36315
1166	11055	36311
1167	11063	36299
1168	11073	36289
1169	11082	36278
1170	11092	36270
1171	11104	36268
1172	11114	36261
1173	11124	36254
1174	11133	36242
1175	11142	36231
1176	11152	36225
1177	11160	36211
1178	11171	36204
1179	11178	36186
1180	11188	36181
1181	11197	36170
1182	11207	36161
1183	11217	36152
1184	11225	36140
1185	11237	36137
1186	11247	36128
1187	11256	36119
1188	11267	36113
1189	11275	36101
1190	11286	36095
1191	11294	36080
1192	11304	36073
1193	11313	36062
1194	11322	36052
1195	11332	36042
1196	11340	36030
1197	11350	36021
1198	11359	36010
1199	11371	36010
1200	11381	36001
1201	11390	35989
1202	11399	35979
1203	11408	35967
1204	11419	35964
1205	11427	35948
1206	11437	35941
1207	11446	35930
1208	11455	35920
1209	11464	35909
1210	11473	35899
1211	11484	35894
1212	11492	35879
1213	11504	35878
1214	11513	35868
1215	11522	35857
1216	11532	35848
1217	11542	35839
1218	11552	35833
1219	11562	35825
1220	11571	35815
1221	11580	35804
1222	11590	35794
1223	11600	35786
1224	11607	35769
1225	11616	35759
1226	11625	35747
1227	11636	35743
1228	11645	35731
1229	11654	35721
1230	11663	35711
1231	11674	35705
1232	11683	35695
1233	11691	35682
1234	11702	35675
1235	11709	35659
1236	11720	35653
1237	11729	35644
1238	11739	35633
1239	11748	35624
1240	11757	35613
1241	11768	35607
1242	11775	35593
1243	11786	35586
1244	11796	35578
1245	11807	35572
1246	11817	35565
1247	11824	35550
1248	11835	35544
1249	11842	35527
1250	11853	35523
1251	11863	35513
1252	11872	35502
1253	11882	35496
1254	11890	35482
1255	11901	35478
1256	11911	35468
1257	11920	35458
1258	11929	35447
1259	11938	35436
1260	11947	35427
1261	11957	35417
1262	11968	35412
1263	11978	35404
1264	11988	35395
1265	11997	35385
1266	12006	35374
1267	12017	35369
1268	12024	35354
1269	12037	35355
1270	12047	35346
1271	12056	35334
1272	12069	35335
1273	12078	35323
1274	12087	35313
1275	12098	35309
1276	12106	35295
1277	12117	35289
1278	12124	35273
1279	12135	35269
1280	12145	35259
1281	12154	35248
1282	12165	35245
1283	12173	35231
1284	12184	35226
1285	12193	35215
1286	12203	35206
1287	12212	35195
1288	12221	35184
1289	12231	35177
1290	12238	35161
1291	12250	35157
1292	12259	35147
1293	12269	35139
1294	12278	35128
1295	12288	35120
1296	12299	35116
1297	12307	35101
1298	12318	35096
1299	12327	35086
1300	12337	35078
1301	12346	35067
1302	12354	35053
1303	12364	35045
1304	12372	35031
1305	12383	35025
1306	12390	35010
1307	12401	35003
1308	12409	34992
1309	12419	34983
1310	12431	34980
1311	12442	34974
1312	12451	34965
1313	12461	34955
1314	12471	34948
1315	12481	34940
1316	12489	34926
1317	12499	34917
1318	12508	34908
1319	12518	34899
1320	12530	34897
1321	12538	34882
1322	12549	34878
1323	12558	34867
1324	12568	34861
1325	12577	34850
1326	12586	34837
1327	12597	34833
1328	12611	34834
1329	12620	34824
1330	12630	34816
1331	12638	34802
1332	12649	34796
1333	12658	34788
1334	12667	34777
1335	12676	34766
1336	12685	34754
1337	12695	34746
1338	12704	34735
1339	12714	34727
1340	12724	34718
1341	12733	34708
1342	12742	34698
1343	12750	34685
1344	12759	34674
1345	12768	34662
1346	12779	34656
1347	12786	34641
1348	12797	34635
1349	12804	34620
1350	12815	34613
1351	12824	34604
1352	12835	34596
1353	12843	34585
1354	12854	34578
1355	12864	34571
1356	12873	34558
1357	12880	34545
1358	12890	34535
1359	12898	34523
1360	12908	34513
1361	12916	34500
1362	12925	34489
1363	12934	34478
1364	12943	34467
1365	12951	34456
1366	12960	34445
1367	12968	34430
1368	12977	34421
1369	12986	34410
1370	12996	34400
1371	13002	34383
1372	13014	34379
1373	13023	34369
1374	13031	34356
1375	13040	34344
1376	13048	34332
1377	13058	34322
1378	13067	34313
1379	13077	34303
1380	13084	34287
1381	13095	34284
1382	13107	34280
1383	13119	34278
1384	13129	34270
1385	13138	34259
1386	13147	34247
1387	13155	34235
1388	13164	34224
1389	13174	34214
1390	13182	34201
1391	13191	34191
1392	13200	34180
1393	13208	34168
1394	13217	34156
1395	13227	34148
1396	13234	34134
1397	13244	34124
1398	13251	34110
1399	13261	34100
1400	13269	34088
1401	13279	34080
1402	13288	34068
1403	13296	34056
1404	13306	34047
1405	13314	34035
1406	13326	34031
1407	13334	34017
1408	13343	34007
1409	13352	33997
1410	13362	33989
1411	13373	33982
1412	13384	33976
1413	13395	33971
1414	13402	33956
1415	13412	33948
1416	13421	33936
1417	13429	33924
1418	13437	33911
1419	13447	33902
1420	13455	33890
1421	13465	33881
1422	13474	33871
1423	13483	33860
1424	13494	33854
1425	13502	33840
1426	13512	33833
1427	13521	33821
1428	13530	33812
1429	13538	33799
1430	13548	33789
1431	13557	33779
1432	13565	33767
1433	13574	33755
1434	13582	33742
1435	13591	33732
1436	13601	33723
1437	13610	33714
1438	13620	33704
1439	13629	33694
1440	13638	33683
1441	13647	33673
1442	13654	33659
1443	13663	33648
1444	13672	33637
1445	13681	33627
1446	13690	33614
1447	13700	33608
1448	13711	33602
1449	13720	33591
1450	13728	33579
1451	13738	33569
1452	13747	33559
1453	13756	33548
1454	13764	33536
1455	13772	33524
1456	13782	33513
1457	13792	33506
1458	13800	33492
1459	13809	33483
1460	13817	33469
1461	13829	33467
1462	13838	33456
1463	13848	33448
1464	13856	33436
1465	13866	33427
1466	13876	33420
1467	13884	33405
1468	13893	33395
1469	13900	33380
1470	13910	33372
1471	13920	33362
1472	13929	33353
1473	13937	33340
1474	13947	33331
1475	13955	33320
1476	13964	33307
1477	13972	33295
1478	13981	33286
1479	13990	33275
1480	13999	33264
1481	14009	33256
1482	14016	33241
1483	14026	33233
1484	14034	33219
1485	14043	33209
1486	14051	33197
1487	14061	33187
1488	14068	33172
1489	14077	33162
1490	14086	33152
1491	14096	33143
1492	14103	33129
1493	14113	33119
1494	14121	33106
1495	14130	33098
1496	14139	33086
1497	14148	33077
1498	14158	33068
1499	14166	33054
1500	14176	33046
1501	14184	33033
1502	14194	33025
1503	14202	33013
1504	14211	33003
1505	14221	32994
1506	14230	32983
1507	14237	32969
1508	14247	32959
1509	14254	32946
1510	14265	32938
1511	14272	32924
1512	14281	32914
1513	14289	32902
1514	14298	32892
1515	14310	32887
1516	14318	32875
1517	14329	32868
1518	14338	32858
1519	14347	32847
1520	14358	32842
1521	14368	32833
1522	14377	32823
1523	14386	32813
1524	14394	32801
1525	14403	32790
1526	14413	32781
1527	14423	32773
1528	14431	32760
1529	14440	32750
1530	14450	32742
1531	14460	32734
1532	14469	32722
1533	14479	32715
1534	14488	32704
1535	14497	32695
1536	14507	32687
1537	14515	32673
1538	14523	32661
1539	14531	32648
1540	14541	32641
1541	14550	32630
1542	14559	32619
1543	14567	32607
1544	14576	32595
1545	14585	32586
1546	14593	32574
1547	14602	32562
1548	14611	32552
1549	14621	32543
1550	14631	32536
1551	14641	32527
1552	14650	32517
1553	14658	32504
1554	14667	32493
1555	14675	32482
1556	14684	32472
1557	14692	32458
1558	14701	32449
1559	14711	32439
1560	14720	32429
1561	14729	32419
1562	14737	32408
1563	14746	32397
1564	14757	32391
1565	14764	32376
1566	14774	32368
1567	14783	32357
1568	14791	32345
1569	14800	32335
1570	14809	32324
1571	14818	32314
1572	14827	32304
1573	14836	32292
1574	14845	32283
1575	14856	32276
1576	14864	32263
1577	14874	32255
1578	14882	32243
1579	14894	32239
1580	14903	32228
1581	14912	32218
1582	14920	32207
1583	14929	32197
1584	14940	32190
1585	14949	32179
1586	14958	32169
1587	14968	32160
1588	14977	32151
1589	14987	32142
1590	14995	32131
1591	15004	32121
1592	15012	32108
1593	15022	32099
1594	15030	32086
1595	15039	32075
1596	15048	32066
1597	15057	32055
1598	15066	32046
1599	15075	32035
1600	15084	32024
1601	15092	32013
1602	15102	32005
1603	15111	31995
1604	15120	31983
1605	15128	31972
1606	15138	31964
1607	15146	31950
1608	15156	31942
1609	15165	31932
1610	15175	31923
1611	15184	31912
1612	15191	31899
1613	15200	31888
1614	15209	31878
1615	15218	31868
1616	15227	31857
1617	15236	31848
1618	15244	31835
1619	15254	31827
1620	15264	31818
1621	15273	31807
1622	15281	31796
1623	15290	31785
1624	15299	31776
1625	15308	31765
1626	15316	31753
1627	15324	31740
1628	15332	31729
1629	15342	31719
1630	15351	31709
1631	15359	31697
1632	15368	31687
1633	15376	31676
1634	15386	31666
1635	15395	31656
1636	15405	31648
1637	15412	31633
1638	15422	31626
1639	15433	31620
1640	15442	31610
1641	15451	31599
1642	15460	31588
1643	15469	31579
1644	15477	31566
1645	15487	31557
1646	15494	31544
1647	15505	31537
1648	15513	31525
1649	15522	31514
1650	15530	31503
1651	15539	31492
1652	15547	31480
1653	15556	31471
1654	15565	31460
1655	15575	31451
1656	15583	31440
1657	15592	31429
1658	15600	31417
1659	15609	31407
1660	15618	31397
1661	15626	31385
1662	15635	31374
1663	15644	31363
1664	15654	31356
1665	15662	31344
1666	15672	31334
1667	15680	31323
1668	15690	31315
1669	15699	31304
1670	15708	31294
1671	15717	31284
1672	15725	31272
1673	15733	31260
1674	15742	31249
