iter	Logloss
621	0.2093450149
622	0.2093414443
623	0.2093390346
624	0.2093349381
625	0.2093324628
626	0.2093297245
627	0.2093275558
628	0.2093246204
629	0.2093226707
630	0.2093196258
631	0.2093166685
632	0.2093134264
633	0.2093108634
634	0.2093088042
635	0.2093047735
636	0.2093010932
637	0.2092992093
638	0.2092973911
639	0.2092949157
640	0.2092918927
641	0.20928692
642	0.2092833274
643	0.2092786614
644	0.2092750031
645	0.2092723086
646	0.2092708409
647	0.2092681246
648	0.209262889
649	0.2092585954
650	0.209254718
651	0.2092514321
652	0.209250074
653	0.20924727
654	0.2092449479
655	0.2092421878
656	0.2092387923
657	0.2092360979
658	0.2092323957
659	0.2092312347
660	0.2092273354
661	0.2092234581
662	0.2092206103
663	0.2092158566
664	0.2092136003
665	0.2092107963
666	0.2092068094
667	0.2092048598
668	0.209201552
669	0.2091971707
670	0.2091952649
671	0.2091932057
672	0.2091906865
673	0.2091879264
674	0.2091862177
675	0.2091821651
676	0.2091801935
677	0.2091767543
678	0.209173775
679	0.209171913
680	0.2091703358
681	0.2091663708
682	0.2091624058
683	0.2091581341
684	0.2091543224
685	0.2091508394
686	0.2091463486
687	0.2091414855
688	0.2091382653
689	0.2091344098
690	0.2091326135
691	0.2091305543
692	0.2091275313
693	0.2091249683
694	0.2091229529
695	0.2091193165
696	0.2091162278
697	0.2091139276
698	0.2091116494
699	0.2091082539
700	0.2091054061
701	0.2091015945
702	0.2090989877
703	0.2090967751
704	0.209094015
705	0.2090913205
706	0.209089349
707	0.2090868736
708	0.2090852964
709	0.2090817038
710	0.2090791188
711	0.2090757891
712	0.2090727442
713	0.2090703783
714	0.2090679467
715	0.2090661942
716	0.2090631274
717	0.2090605863
718	0.2090585709
719	0.2090544526
720	0.2090514734
721	0.209048998
722	0.2090471579
723	0.2090455587
724	0.2090424699
725	0.2090396003
726	0.2090369715
727	0.2090353067
728	0.2090332256
729	0.2090285377
730	0.2090257994
731	0.2090227764
732	0.2090199067
733	0.2090182856
734	0.2090162922
735	0.2090141454
736	0.209011889
737	0.2090088879
738	0.2090061497
739	0.20900374
740	0.2089984387
741	0.20899627
742	0.2089945832
743	0.208992064
744	0.208990443
745	0.2089889534
746	0.2089863465
747	0.2089831702
748	0.2089797966
749	0.2089792928
750	0.2089767079
751	0.2089731372
752	0.208969457
753	0.2089667187
754	0.2089641557
755	0.2089613517
756	0.2089585696
757	0.2089566638
758	0.2089535969
759	0.2089486024
760	0.2089447469
761	0.2089424248
762	0.2089400152
763	0.2089366635
764	0.2089333995
765	0.2089306832
766	0.2089261924
767	0.2089248562
768	0.2089229941
769	0.2089194454
770	0.2089180872
771	0.2089137279
772	0.2089109677
773	0.2089086237
774	0.2089063674
775	0.2089047464
776	0.2089022053
777	0.2089000585
778	0.2088986346
779	0.2088960277
780	0.2088942972
781	0.2088921723
782	0.2088895874
783	0.2088868491
784	0.208882446
785	0.2088776923
786	0.2088760275
787	0.2088721939
788	0.2088685575
789	0.2088659288
790	0.208864001
791	0.2088606494
792	0.2088587436
793	0.2088555453
794	0.2088536176
795	0.2088515365
796	0.208850025
797	0.2088482725
798	0.2088443951
799	0.2088407368
800	0.2088394881
801	0.2088359832
802	0.2088326534
803	0.2088292799
804	0.2088259502
805	0.2088227081
806	0.2088188088
807	0.2088151943
808	0.2088112293
809	0.2088065633
810	0.2088031897
811	0.2088005391
812	0.2087974284
813	0.2087949969
814	0.2087926967
815	0.2087905937
816	0.2087868916
817	0.2087847667
818	0.2087813713
819	0.208779334
820	0.2087773406
821	0.2087744709
822	0.2087713383
823	0.2087685124
824	0.2087661465
825	0.2087639121
826	0.2087610862
827	0.2087578441
828	0.2087552811
829	0.2087516666
830	0.2087490379
831	0.2087466063
832	0.2087436928
833	0.208741305
834	0.2087387858
835	0.2087351275
836	0.2087325864
837	0.2087286433
838	0.2087259927
839	0.2087226849
840	0.2087206038
841	0.2087166607
842	0.2087136157
843	0.2087119947
844	0.2087089497
845	0.2087066058
846	0.2087033856
847	0.2086992453
848	0.208695368
849	0.208692564
850	0.2086899353
851	0.2086865398
852	0.2086845464
853	0.2086830348
854	0.2086789165
855	0.2086761563
856	0.2086706579
857	0.2086690807
858	0.2086655757
859	0.2086629908
860	0.2086604935
861	0.2086585876
862	0.2086566599
863	0.208654995
864	0.2086514024
865	0.2086489271
866	0.2086444801
867	0.2086427714
868	0.2086405808
869	0.2086370101
870	0.20863425
871	0.2086313146
872	0.2086278972
873	0.2086226398
874	0.2086202958
875	0.2086187186
876	0.2086150821
877	0.2086088608
878	0.2086061883
879	0.2086028805
880	0.2085999012
881	0.2085967906
882	0.208594819
883	0.2085917084
884	0.2085887948
885	0.2085859251
886	0.2085795505
887	0.2085761331
888	0.2085735482
889	0.2085689917
890	0.2085650048
891	0.2085624637
892	0.2085593531
893	0.20855633
894	0.2085531536
895	0.2085517955
896	0.2085476333
897	0.2085435807
898	0.208539769
899	0.2085358478
900	0.2085341392
901	0.2085328248
902	0.2085303932
903	0.2085279178
904	0.2085256177
905	0.2085235804
906	0.2085219813
907	0.2085202945
908	0.20851668
909	0.2085146646
910	0.2085117292
911	0.2085087938
912	0.2085048288
913	0.2085025944
914	0.2084986951
915	0.2084962416
916	0.2084930433
917	0.2084911813
918	0.2084887935
919	0.2084873039
920	0.2084837551
921	0.2084800749
922	0.2084767014
923	0.2084731964
924	0.2084719916
925	0.2084692533
926	0.2084650254
927	0.2084614547
928	0.208459987
929	0.2084559344
930	0.2084527799
931	0.2084495159
932	0.2084447842
933	0.2084405782
934	0.2084390229
935	0.2084362627
936	0.2084348169
937	0.2084315091
938	0.2084299319
939	0.208428508
940	0.2084258793
941	0.2084229
942	0.2084197894
943	0.2084165035
944	0.2084150138
945	0.2084104355
946	0.2084076972
947	0.2084052875
948	0.2084001177
949	0.2083975766
950	0.2083947507
951	0.2083926477
952	0.2083902161
953	0.2083855063
954	0.2083828557
955	0.2083786059
956	0.20837532
957	0.2083735456
958	0.208370194
959	0.20836785
960	0.2083645203
961	0.2083623297
962	0.2083602486
963	0.208356415
964	0.2083545092
965	0.208352472
966	0.2083483098
967	0.2083466449
968	0.2083446296
969	0.208341497
970	0.208339876
971	0.2083377072
972	0.2083349909
973	0.2083310697
974	0.2083287038
975	0.2083258122
976	0.2083238626
977	0.2083223292
978	0.2083197881
979	0.2083165679
980	0.2083130848
981	0.2083097551
982	0.2083068854
983	0.2083039281
984	0.2083006202
985	0.2082980791
986	0.2082933255
987	0.2082909377
988	0.2082882433
989	0.2082856803
990	0.2082835554
991	0.2082798971
992	0.2082772683
993	0.2082754063
994	0.2082730624
995	0.2082708937
996	0.2082676735
997	0.2082634675
998	0.2082600721
999	0.2082579034
1000	0.2082557785
1001	0.2082531936
1002	0.2082500829
1003	0.2082479361
1004	0.2082460084
1005	0.2082438178
1006	0.2082397432
1007	0.208236304
1008	0.208232799
1009	0.2082311998
1010	0.2082272567
1011	0.2082245623
1012	0.2082206411
1013	0.2082176181
1014	0.2082154494
1015	0.2082109805
1016	0.208207848
1017	0.208205745
1018	0.2082029848
1019	0.2081998303
1020	0.208195252
1021	0.2081924042
1022	0.2081896659
1023	0.2081863362
1024	0.2081853066
1025	0.2081821959
1026	0.2081787567
1027	0.2081759089
1028	0.2081727544
1029	0.2081710238
1030	0.2081683513
1031	0.2081664893
1032	0.2081647149
1033	0.2081626557
1034	0.2081586907
1035	0.2081560401
1036	0.2081539371
1037	0.2081522941
1038	0.2081501692
1039	0.2081476938
1040	0.208143225
1041	0.2081405086
1042	0.2081389533
1043	0.208135536
1044	0.2081328196
1045	0.2081282193
1046	0.2081235971
1047	0.2081209684
1048	0.2081186902
1049	0.2081144623
1050	0.2081118555
1051	0.2081092048
1052	0.2081074962
1053	0.2081035969
1054	0.2080992595
1055	0.2080945278
1056	0.2080916142
1057	0.2080880874
1058	0.208084911
1059	0.2080832023
1060	0.2080796316
1061	0.2080746808
1062	0.2080738484
1063	0.2080716578
1064	0.2080700367
1065	0.2080676928
1066	0.2080642316
1067	0.20806042
1068	0.2080567398
1069	0.2080545053
1070	0.2080524243
1071	0.2080502336
1072	0.2080456991
1073	0.2080430046
1074	0.2080394778
1075	0.2080384044
1076	0.2080369366
1077	0.208033125
1078	0.2080311753
1079	0.2080274075
1080	0.2080259398
1081	0.2080229606
1082	0.2080204852
1083	0.2080183384
1084	0.2080159944
1085	0.2080138695
1086	0.2080126866
1087	0.2080099483
1088	0.2080087216
1089	0.2080067501
1090	0.208005129
1091	0.2080030698
1092	0.2080019088
1093	0.2079995868
1094	0.2079963228
1095	0.2079937597
1096	0.2079916787
1097	0.2079870127
1098	0.2079832448
1099	0.2079794113
1100	0.207978075
1101	0.2079761253
1102	0.2079725327
1103	0.2079701669
1104	0.2079660924
1105	0.2079626969
1106	0.207958009
1107	0.2079554241
1108	0.2079518972
1109	0.2079497723
1110	0.2079466836
1111	0.2079434853
1112	0.2079405499
1113	0.2079371544
1114	0.2079341971
1115	0.2079314369
1116	0.2079283263
1117	0.2079244051
1118	0.2079216668
1119	0.2079183809
1120	0.2079158836
1121	0.2079131891
1122	0.2079109985
1123	0.2079084136
1124	0.2079058944
1125	0.2079014256
1126	0.207898293
1127	0.2078949414
1128	0.2078923126
1129	0.2078880848
1130	0.2078851055
1131	0.2078830902
1132	0.2078803081
1133	0.2078769346
1134	0.2078748973
1135	0.2078720057
1136	0.2078686541
1137	0.2078664854
1138	0.2078622575
1139	0.2078597821
1140	0.2078576791
1141	0.2078550504
1142	0.207851874
1143	0.2078492672
1144	0.2078449736
1145	0.207842542
1146	0.2078407019
1147	0.2078386427
1148	0.2078352035
1149	0.2078339329
1150	0.2078306251
1151	0.2078286097
1152	0.2078255429
1153	0.2078226732
1154	0.2078197378
1155	0.2078160575
1156	0.2078127278
1157	0.2078102962
1158	0.2078074704
1159	0.2078046664
1160	0.2078010957
1161	0.2077985765
1162	0.2077955973
1163	0.2077925304
1164	0.2077881054
1165	0.2077855424
1166	0.2077819498
1167	0.2077780286
1168	0.2077746331
1169	0.2077719825
1170	0.2077687185
1171	0.2077663526
1172	0.2077642277
1173	0.2077604599
1174	0.2077590141
1175	0.2077573054
1176	0.2077540852
1177	0.2077507336
1178	0.2077491783
1179	0.2077451256
1180	0.2077430446
1181	0.2077406349
1182	0.2077384224
1183	0.2077362756
1184	0.2077329678
1185	0.2077295942
1186	0.2077272284
1187	0.2077243587
1188	0.2077217956
1189	0.2077199774
1190	0.207717743
1191	0.2077155524
1192	0.2077124417
1193	0.2077090682
1194	0.207705607
1195	0.2077024964
1196	0.2077005029
1197	0.2076989695
1198	0.2076965379
1199	0.207693033
1200	0.2076895718
1201	0.2076850591
1202	0.2076823209
1203	0.2076790131
1204	0.2076761215
1205	0.2076738213
1206	0.2076693087
1207	0.2076651027
1208	0.2076614663
1209	0.207658487
1210	0.2076555954
1211	0.2076526819
1212	0.2076497246
1213	0.2076459787
1214	0.2076431966
1215	0.207640765
1216	0.2076396259
1217	0.2076367343
1218	0.2076349599
1219	0.2076320902
1220	0.2076276433
1221	0.2076256717
1222	0.2076222325
1223	0.2076205895
1224	0.2076180265
1225	0.2076149816
1226	0.2076114109
1227	0.2076086726
1228	0.2076053429
1229	0.2076021227
1230	0.2075991654
1231	0.2075963176
1232	0.2075953537
1233	0.207592944
1234	0.207590622
1235	0.2075874018
1236	0.207584313
1237	0.2075816405
1238	0.2075791432
1239	0.207577084
1240	0.2075711694
1241	0.2075684749
1242	0.2075659119
1243	0.2075628232
1244	0.2075596687
1245	0.2075573904
1246	0.2075568428
1247	0.2075540388
1248	0.2075507529
1249	0.2075477956
1250	0.207544663
1251	0.2075421876
1252	0.2075399094
1253	0.207538595
1254	0.2075362511
1255	0.2075345424
1256	0.2075325708
1257	0.2075294383
1258	0.2075265029
1259	0.2075234579
1260	0.2075217273
1261	0.2075195586
1262	0.2075169299
1263	0.2075128554
1264	0.207509898
1265	0.2075079046
1266	0.2075049035
1267	0.207501749
1268	0.2074980249
1269	0.207495922
1270	0.2074934685
1271	0.2074915407
1272	0.2074899416
1273	0.207486108
1274	0.2074829536
1275	0.2074815516
1276	0.2074776085
1277	0.2074724605
1278	0.2074685174
1279	0.2074655601
1280	0.2074598207
1281	0.2074574549
1282	0.2074534241
1283	0.2074516059
1284	0.2074489553
1285	0.2074441798
1286	0.207441332
1287	0.2074392509
1288	0.2074380242
1289	0.207435505
1290	0.2074318686
1291	0.2074289989
1292	0.2074283198
1293	0.2074249024
1294	0.2074226242
1295	0.207418002
1296	0.2074152199
1297	0.2074133579
1298	0.2074112987
1299	0.2074084948
1300	0.2074059975
1301	0.2074041354
1302	0.2074010905
1303	0.2073985932
1304	0.2073946501
1305	0.2073907289
1306	0.2073877059
1307	0.2073845952
1308	0.2073811341
1309	0.2073796006
1310	0.2073762052
1311	0.2073744965
1312	0.2073718021
1313	0.2073694581
1314	0.2073663255
1315	0.2073635435
1316	0.207360148
1317	0.2073576288
1318	0.207355723
1319	0.2073521085
1320	0.2073499179
1321	0.2073469387
1322	0.2073444414
1323	0.2073418564
1324	0.2073373657
1325	0.2073344084
1326	0.2073303557
1327	0.2073273984
1328	0.2073248573
1329	0.2073227762
1330	0.2073190522
1331	0.2073151967
1332	0.2073112974
1333	0.207309304
1334	0.2073063686
1335	0.2073024255
1336	0.2072988767
1337	0.2072972556
1338	0.2072944517
1339	0.2072928306
1340	0.2072905524
1341	0.2072874198
1342	0.207284813
1343	0.2072814175
1344	0.2072789202
1345	0.2072780221
1346	0.2072764449
1347	0.2072736409
1348	0.2072705959
1349	0.2072668062
1350	0.2072631698
1351	0.207260322
1352	0.2072578466
1353	0.2072555464
1354	0.2072535968
1355	0.207250749
1356	0.2072460173
1357	0.2072432133
1358	0.2072378682
1359	0.2072344509
1360	0.2072321726
1361	0.2072295658
1362	0.2072279448
1363	0.207224615
1364	0.2072227749
1365	0.2072193795
1366	0.2072172765
1367	0.2072142316
1368	0.2072116028
1369	0.2072078131
1370	0.2072052501
1371	0.207202468
1372	0.2072004088
1373	0.2071962905
1374	0.2071925007
1375	0.2071899377
1376	0.2071878566
1377	0.2071851841
1378	0.2071822925
1379	0.2071787875
1380	0.2071753483
1381	0.2071733767
1382	0.2071712299
1383	0.2071685355
1384	0.2071661039
1385	0.2071637599
1386	0.207161876
1387	0.2071599921
1388	0.2071571881
1389	0.2071541213
1390	0.2071501124
1391	0.2071471551
1392	0.2071455122
1393	0.2071426863
1394	0.2071395099
1395	0.2071379546
1396	0.2071341867
1397	0.207132478
1398	0.2071298274
1399	0.2071271768
1400	0.2071261691
1401	0.207123847
1402	0.2071204297
1403	0.207118261
1404	0.2071160485
1405	0.2071128502
1406	0.2071087756
1407	0.2071062126
1408	0.2071027734
1409	0.2070999256
1410	0.2070976912
1411	0.207094471
1412	0.2070890383
1413	0.2070862124
1414	0.2070833427
1415	0.2070819188
1416	0.2070796625
1417	0.2070757632
1418	0.2070718639
1419	0.2070702428
1420	0.207067877
1421	0.2070654892
1422	0.2070624224
1423	0.2070588955
1424	0.2070565515
1425	0.2070520608
1426	0.2070495416
1427	0.2070465843
1428	0.2070446565
1429	0.2070409106
1430	0.2070397277
1431	0.2070378218
1432	0.2070349302
1433	0.2070327177
1434	0.2070301109
1435	0.207027526
1436	0.2070236705
1437	0.2070211951
1438	0.2070196398
1439	0.2070162881
1440	0.2070142728
1441	0.2070116002
1442	0.2070085334
1443	0.2070064523
1444	0.2070031226
1445	0.2070016111
1446	0.2069970546
1447	0.2069942725
1448	0.206992301
1449	0.2069892122
1450	0.2069872407
1451	0.2069837576
1452	0.2069810193
1453	0.2069782811
1454	0.2069758057
1455	0.2069710521
1456	0.2069683795
1457	0.2069660794
1458	0.2069616982
1459	0.2069567693
1460	0.2069528481
1461	0.2069503508
1462	0.2069469554
1463	0.2069455972
1464	0.2069430342
1465	0.2069392882
1466	0.2069373167
1467	0.2069349727
1468	0.2069334174
1469	0.2069315116
1470	0.2069285981
1471	0.2069259255
1472	0.2069227053
1473	0.2069180174
1474	0.2069153011
1475	0.2069120371
1476	0.2069084664
1477	0.2069055967
1478	0.2069013907
1479	0.2068989372
1480	0.2068951694
1481	0.2068928254
1482	0.2068903281
1483	0.2068883347
1484	0.2068857059
1485	0.2068818505
1486	0.2068787836
1487	0.20687403
1488	0.2068730223
1489	0.2068699117
1490	0.2068674144
1491	0.2068632084
1492	0.2068598568
1493	0.2068569432
1494	0.2068553003
1495	0.2068529782
1496	0.2068506343
1497	0.2068477427
1498	0.2068452454
1499	0.2068423538
1500	0.2068396155
1501	0.2068368773
1502	0.2068341609
1503	0.2068314446
1504	0.206829232
1505	0.2068269976
1506	0.2068252232
1507	0.2068231202
1508	0.206821083
1509	0.2068190457
1510	0.2068172056
1511	0.206814555
1512	0.2068104366
