iter	Logloss
1513	0.2068091223
1514	0.2068039962
1515	0.2068011923
1516	0.2067982568
1517	0.2067972053
1518	0.2067960881
1519	0.2067938318
1520	0.2067921669
1521	0.2067908088
1522	0.2067898668
1523	0.2067875667
1524	0.2067844779
1525	0.2067818273
1526	0.2067791547
1527	0.2067764603
1528	0.2067729991
1529	0.206769538
1530	0.206766033
1531	0.2067628785
1532	0.2067594173
1533	0.2067560219
1534	0.2067531741
1535	0.2067519912
1536	0.2067498225
1537	0.2067467118
1538	0.2067443679
1539	0.2067426373
1540	0.2067402933
1541	0.206737095
1542	0.2067339625
1543	0.2067313556
1544	0.2067302165
1545	0.2067248057
1546	0.2067218265
1547	0.2067196797
1548	0.2067174234
1549	0.2067151451
1550	0.2067129107
1551	0.2067101286
1552	0.2067073028
1553	0.2067042359
1554	0.2067026587
1555	0.2066999204
1556	0.2066969412
1557	0.2066929981
1558	0.2066907418
1559	0.2066877844
1560	0.2066859005
1561	0.2066831841
1562	0.2066798325
1563	0.206677861
1564	0.206674356
1565	0.2066709386
1566	0.2066681347
1567	0.2066651335
1568	0.2066626143
1569	0.2066607304
1570	0.2066579702
1571	0.2066558015
1572	0.2066536986
1573	0.2066512232
1574	0.2066488792
1575	0.2066465791
1576	0.2066411902
1577	0.20663889
1578	0.2066371156
1579	0.2066353413
1580	0.2066322963
1581	0.2066303686
1582	0.2066280246
1583	0.2066256369
1584	0.2066224386
1585	0.2066209709
1586	0.2066174659
1587	0.2066149686
1588	0.2066141362
1589	0.2066121865
1590	0.2066080901
1591	0.2066052861
1592	0.2066022192
1593	0.2065987143
1594	0.2065961513
1595	0.2065931939
1596	0.2065886594
1597	0.2065867755
1598	0.2065842563
1599	0.2065814304
1600	0.2065788016
1601	0.2065771149
1602	0.2065743985
1603	0.2065723832
1604	0.2065692944
1605	0.2065666657
1606	0.2065616711
1607	0.2065588233
1608	0.2065557345
1609	0.2065535439
1610	0.206550718
1611	0.2065466654
1612	0.206543949
1613	0.2065420432
1614	0.2065400936
1615	0.206536961
1616	0.2065334779
1617	0.2065301701
1618	0.2065269937
1619	0.2065231383
1620	0.2065206848
1621	0.2065181437
1622	0.2065150987
1623	0.2065125357
1624	0.2065108489
1625	0.2065072563
1626	0.2065040581
1627	0.2064998521
1628	0.2064964347
1629	0.2064926012
1630	0.206491243
1631	0.2064874751
1632	0.2064841673
1633	0.2064811005
1634	0.2064787346
1635	0.2064754706
1636	0.2064728638
1637	0.2064714618
1638	0.206468614
1639	0.2064665767
1640	0.2064628308
1641	0.2064610345
1642	0.2064582743
1643	0.2064552951
1644	0.2064520311
1645	0.2064497748
1646	0.2064480661
1647	0.206444583
1648	0.2064412095
1649	0.2064390846
1650	0.2064363244
1651	0.2064345719
1652	0.206432688
1653	0.2064311546
1654	0.2064267734
1655	0.2064244951
1656	0.2064225017
1657	0.2064191501
1658	0.2064148784
1659	0.2064111324
1660	0.2064089856
1661	0.2064042101
1662	0.206402129
1663	0.2063990184
1664	0.2063967182
1665	0.2063933009
1666	0.2063903216
1667	0.2063880215
1668	0.2063850861
1669	0.2063808801
1670	0.2063783171
1671	0.2063751407
1672	0.2063724901
1673	0.2063697299
1674	0.2063681746
1675	0.2063657868
1676	0.206363881
1677	0.2063618875
1678	0.2063593683
1679	0.2063565644
1680	0.2063532127
1681	0.2063505183
1682	0.2063482839
1683	0.2063446694
1684	0.2063413177
1685	0.2063381852
1686	0.2063325115
1687	0.2063299485
1688	0.2063270788
